neg,neu,pos,compound,text
0.0,0.256,0.744,0.4404,Good books.
0.0,0.51,0.49,0.9721,"The monk who sold his ferrari is an amazing book, you can really get good concepts from it how to live a happier, healtier life!! :) Good books anyways, thanks mate! :)"
0.0,0.813,0.187,0.3182,This video is gold. Please do a follow up video after 6 months.
0.0,0.727,0.273,0.9077,My goal this year was 2 books a month: one fiction and one non-fiction (felt I wasn’t reading any non-fiction). Really been enjoying t. Read a few from your list and have also been posting review videos. Thanks for sharing :)
0.253,0.747,0.0,-0.2584,The Subtle Art of Not Giving a FUHDJFWJV
0.083,0.792,0.125,0.2732,"guys can you link me a website where i can download flow pdf for free , i live in syria and there is no electronic payment method"
0.0,0.764,0.236,0.9181,"you're such a cool dude! i love this type of content, it is very inspiring. the only book i have read on this list is actually Mans Search for Meaning and i agree it is genius!! anyway i am going to go read some mary oliver poems on the internet now"
0.0,0.602,0.398,0.7146,I read Flow it a really good book thank you for telling us.👍
0.0,1.0,0.0,0.0,OUTLIERS!
0.177,0.823,0.0,-0.5106,Idk why but when I read books I always forgot the character names but i remember the story and the story behind the characters    :/
0.062,0.623,0.315,0.9644,"What I love about your videos in general, including this video, is that they are never really clickbait. I never end up feeling like I have been cheated of entertainment or learning. Both somehow always happen in your video. Like from this one, I am taking back a great list of books, and your honest opinions about them. Great work man!"
0.0,0.588,0.412,0.5423,I'm going to try this. :)
0.034,0.682,0.283,0.9849,"That’s really inspiring John! I’m glad that works for you. But I think that setting a goal for reading misses the whole point of reading, it feels like a chore.. Reading should be fun, and it is! When you find the one you truly like. So you’re reading a book you don’t like but hey you gotta finish it cause you gotta check 1 book a week lol I personally disagree, and prefer not to count the number of books I read a year just because I enjoy the whole experience of reading when It’s a book I like, and it doesn’t feel like a chore, as I’m not trying to achieve anything or not pressured to finish it, it just feels more natural and enjoyable 😊"
0.0,0.64,0.36,0.7345,"I've been looking for more nonfiction and poetry, thanks for the recommendations! :)"
0.0,0.938,0.062,0.4576,"My question to you is, do you read the entire book, all chapters or just the one you are most interested in? I personally still read everything even though some examples are repeated a few times. I have the same goal for 2018 and now im at book #27"
0.0,0.842,0.158,0.5719,"Being a person who has read as well as heard a lot of books, which way would you say helps absorb the content and ideas in the book more?"
0.0,0.815,0.185,0.7345,"Hey John, loved the video! Your videos always inspire me to better my life, and I was wondering, how do you choose your books? I want to start doing this as soon as possible, but I can't decide where to choose my books."
0.0,0.851,0.149,0.84,"I plan to start the one book a week challenge soon too. I noticed some of the books were thin, and some were really thick, like Origin. How did you read books like Origin in a week without it spilling over onto the next one? Or did you start the next book in the same week after finishing the really thin ones, like The Veldt?"
0.0,0.708,0.292,0.9272,Hey John! I just recently came across your channel and you’re truly an inspiration. I was wondering if you knew how long it would be before your growth books would be back in stock. Keep up the great work!
0.08,0.717,0.203,0.5006,"you should read ""The forgotten highlander"" it is very very rough but i really recommend it"
0.0,0.737,0.263,0.3612,Thank you John. Exited to read. Exams over
0.0,0.725,0.275,0.69,Eager to start this habit once I get done with finals in 20 days. Thanks for the recommendations!
0.0,0.764,0.236,0.4754,"Very helpful, absolutely touched by the way you discussed these books. 👍"
0.0,0.417,0.583,0.6369,I love your vids John
0.0,0.705,0.295,0.8316,"you amazes me with every uploads ,such a smart guy , keep up the good work , your kinda ppl have the potential to change the world"
0.168,0.494,0.338,0.4703,"Great descriptions, while also not giving any spoilers."
0.437,0.563,0.0,-0.4767,you should be on jeopardy
0.0,1.0,0.0,0.0,How you choose the books you read? You are very motivational
0.0,0.532,0.468,0.6588,Great idea im gonna do it!
0.0,0.602,0.398,0.9268,"I've read this Phil Knight's book 3 times thanks to you, John. I am also a runner, I love coding and reading so your recommendations matter a lot! Greetings from Poland :)"
0.0,0.637,0.363,0.9078,"I found your channel about a week ago and I love it, I've made several positive changes in my life and I'm very grateful to you!"
0.0,1.0,0.0,0.0,Waddup
0.094,0.72,0.187,0.4391,"You should try out War on Peace if you haven't already, brand new + I read it myself for my challenge. Really interesting look into US diplomacy + current administration. Seems right up your alley of books"
0.0,0.688,0.312,0.5346,"Thanks for sharing this with us, I’m an avid reader but mostly read sci fi"
0.0,0.815,0.185,0.765,I am really looking forward to do this and you are a great role model man keep it up👌👌 Thank you very very much for all the effort you put in for us💙💙💙
0.0,1.0,0.0,0.0,Do you think reading ebooks will learn you things? Because in my opinion you scan more than read.
0.0,1.0,0.0,0.0,how do you choose the books you read?
0.0,0.201,0.799,0.6103,11th Yay!!
0.187,0.813,0.0,-0.6312,"Hi John! Do you ever read fictional books? I mean fantasy, crime books, etc. If so, do you have a favourite?"
0.0,1.0,0.0,0.0,Anyone else gather stack of books and never continue past the first 20 pages?
0.0,0.829,0.171,0.4738,"I’ve been looking for book recommendations for a while, this video helped me a lot! Thank you John!"
0.0,0.625,0.375,0.4588,What is your all-time favorite book?
0.0,0.543,0.457,0.8775,Oh my gosh your videos just keep getting better and better! You really inspire me
0.0,0.43,0.57,0.9648,"Great job friend, you inspire me and motivate me a lot to do more things. I send you a hug and a warm greeting from Dominican Republic"
0.0,0.12,0.88,0.8074,Love u and admire u
0.0,1.0,0.0,0.0,What’s up John
0.0,1.0,0.0,0.0,4th comment!!
0.0,0.589,0.411,0.4199,Thank you for the video!
0.0,0.715,0.285,0.4926,Bro Audible is my LIFE. Thanks for the recommendations!
0.0,1.0,0.0,0.0,I’m trying to do that to !!
0.0,0.0,1.0,0.4926,Thanks!
